750;668
1329;1326
1173;892
1302;1279
1727;1659
760;720
713;2400
3329;1609
3264;3254
3921;2429
3990;3177
4090;4084
4638;3120
4931;4914
4942;4931
5334;5267
5505;3573
5902;5167
6356;1147
5997;5166
7497;287
7829;785
8993;8808
9186;9010
10741;10648
10727;803
12906;6979
13010;713
13318;13272
13268;13308
13476;8808
13625;8808
14036;10820
14118;13282
14160;5166
14198;12906
12526;12444
15164;15033
15260;9159
15400;15260
15400;392
16111;15739
15739;16111
16630;5697
16970;4035
18340;15438
18340;10648
18981;18914
20002;13735
392;1048
20453;20362
21072;8487
21206;11735
18505;21490
22331;5267
22773;5065
22815;12906
22686;10029
23193;21851
23247;21490
23625;4808
23129;23658
23723;23129
23881;23129
23881;3198
21851;23193
25190;3534
24509;287
26833;25190
27199;26894
27388;25171
27388;25190
27406;15656
27535;27124
27124;27535
27559;19797
27778;27559
27559;27778
28626;28460
28948;12906
30529;22686
30742;25295
30818;5540
31479;31324
31619;9846
32421;4199
32852;31192
33866;12394
34037;29157
34037;760
34363;34308
34442;13735
34452;9510
35449;1337
35940;760
36898;27369
38252;38155
38455;38451
38451;38455
38703;36652
39153;36542
39299;4845
39516;12906
39640;39441
39670;17850
39748;39737
40088;24739
40225;8337
40496;31321
40554;2949
40556;625
40669;19205
40156;12906
12906;107
8141;37512
41026;59
41098;12906
41298;11515
41433;41257
42096;3444
42131;38665
42258;23881
42258;3198
43118;12906
43510;12352
43899;43891
44391;4687
44696;10741
44880;19933
44880;154
44880;15571
44873;8980
45493;43006
45766;164
45784;77
46229;44689
46522;21014
43553;11698
42080;36042
48097;7459
48372;46616
48693;44696
48821;48693
17731;38772
49057;37526
48130;48557
50314;50108
45218;4082
50953;51012
50953;15656
15400;32629
52270;1048
53159;43398
53158;25295
53203;51034
53372;53093
53691;29123
53819;5166
53819;42395
53873;47711
53873;29157
54201;50085
54546;15801
54685;54506
54699;54519
49963;54506
51434;10741
54674;803
803;53159
11335;785
55627;53093
55630;55616
3329;29935
56290;55986
56373;55986
56582;50953
56696;701
51676;54506
56784;44689
55630;56825
57172;28825
57178;8732
57620;54685
58009;31365
58099;9846
58099;31619
58099;51009
58896;40088
58896;24739
58908;1302
59152;56457
59161;56847
59401;56123
59651;59636
54443;60718
8750;60766
61005;60718
60718;61005
61910;43796
62534;51284
62984;59
63025;32629
63031;62870
63092;3198
63092;23129
63409;62936
64223;4711
64159;55508
64430;24965
64646;63819
64646;6942
64833;64823
64897;62407
65059;23197
65641;53481
65723;65713
55986;56290
66365;31619
66430;25295
66692;66621
66705;15801
66621;66692
66638;15739
67039;15656
67317;55616
67542;15602
67722;63409
68218;27006
68397;27778
69024;48301
69099;41940
69637;53875
69760;55508
69942;31192
69667;69918
70464;50953
70592;58277
70732;49517
71626;14841
31785;12906
71675;62936
71839;21072
71175;32629
72772;68800
73456;12906
73456;3198
73456;23129
73531;34442
73531;13735
73531;1685
73646;12098
73646;54506
73844;50953
73983;9690
74763;4787
74866;48903
74963;74941
74941;74963
75312;15602
75576;75569
75600;72982
75694;75691
76489;76294
76543;76223
76596;62486
76623;21864
77049;75868
73983;69655
77652;44896
676;1400
80605;80424
80798;52733
70234;12906
81636;61717
82361;81878
82788;12906
81723;42395
82804;11735
83152;38746
83872;750
12256;11085
84981;81178
84987;84998
84987;85078
85984;31192
86630;15801
87601;11193
87696;66649
87847;3198
87847;85217
88974;12906
88646;59405
89458;84560
87262;41940
90031;55616
90400;625
90766;56847
88938;45639
91132;33520
91436;164
92132;84065
92934;92836
93208;87393
66638;48993
94054;72965
94156;62633
94271;94078
94602;94451
80441;45218
94965;676
95072;6942
95175;94339
95388;64868
95444;12186
95663;48531
95979;803
96008;1985
32177;96662
96835;53023
89858;62936
97861;41940
99168;24739
100715;623
101325;31756
101661;3329
102891;66638
102891;48993
102989;39561
103029;92130
103766;66638
103766;48993
103766;102891
104064;103743
104079;103758
104263;45218
104377;104260
104876;11735
105084;104887
105084;92929
105330;51670
105754;1985
106243;10648
106295;106047
106541;106501
106553;164
106824;803
107403;107050
107612;107393
107778;35438
107882;34442
108023;79008
108509;73472
108682;94941
108823;8980
109166;79008
109710;15605
109908;164
109919;109890
110075;9819
110579;54506
111029;177
111138;110864
111440;108682
112115;13763
112813;112542
113577;102659
114050;92206
114258;113344
114497;12906
114497;43118
115043;113696
115215;97568
115236;106824
115379;114112
116124;99168
116172;40554
117387;63286
118829;118576
119169;25691
119536;68777
119966;31785
120364;119789
107098;33731
123000;104778
123014;122749
123361;41077
123540;12906
123548;41940
124008;122519
124089;122519
124056;124008
124056;124089
124222;124008
124222;124089
124008;124089
124008;124056
124447;124008
124447;124089
124008;124447
124885;107882
124908;124885
124997;56847
125793;124008
125693;19386
125863;126151
126151;125863
126151;126237
127360;54506
127521;1985
126568;127555
127879;127723
127814;124908
127430;127287
128674;1985
129047;52745
129345;67039
129345;625
129675;75487
130817;7695
58099;11499
129471;131408
132671;132661
132881;132661
133197;12906
133185;1730
133548;132671
133576;133185
135540;132775
135714;58009
135766;22937
137072;131730
136978;7695
137903;137539
133604;32629
138512;137544
139242;137544
140395;139340
140701;128757
140541;9159
140651;94156
141849;127569
141926;81008
143228;138289
143827;144029
145020;137589
145766;124510
145766;81086
145766;36502
145784;140994
145616;1048
145616;803
146006;43854
147655;803
147662;143801
147819;9010
143801;147662
148790;117418
148790;117393
148790;108509
148839;23054
149485;147561
149663;57189
149851;8794
117525;141940
152069;45293
152319;147655
152410;87601
152410;11193
152410;18890
152462;89621
152284;140180
152284;44179
153088;153070
153883;147561
153958;147561
153971;153930
153930;153971
12166;10648
75130;12166
156334;106912
156930;75130
157971;48301
158015;123810
158311;73348
159888;96835
159856;154537
159642;157567
129351;162165
163070;92382
163426;30818
30818;86443
163309;96776
164533;164110
165819;31619
165819;51009
165819;58099
166869;54506
167664;71874
167736;5697
167455;62581
168102;168097
168385;705
127347;89858
127347;62936
168989;7497
169046;41098
169164;23596
90463;3177
170853;170813
170813;170853
170891;12906
170891;6979
170994;1475
145537;103117
171937;171856
172201;132671
172301;34860
172391;107882
172391;34442
172461;138020
172766;73472
172766;55986
172493;139221
173989;164811
174642;174616
175000;173989
175191;171936
175853;73237
176723;176659
177181;169441
178036;177874
178043;177856
178548;57529
178759;126518
178759;151972
178283;178043
178864;48993
178864;66638
178864;102891
180036;720
180017;89558
180563;170524
180760;58325
181556;152156
182167;12906
182281;182245
184003;803
183895;184086
184109;175347
184109;179078
184109;180460
179078;184109
184250;174598
184430;184109
184475;1475
184482;182332
184453;165629
184699;803
107852;105084
185356;1048
185600;90974
185655;185546
185954;185718
185708;62936
186435;45911
185724;181783
186557;186437
186437;186557
186599;186570
187177;181783
185724;187177
187987;625
104847;104255
188283;164700
188679;184109
190178;76892
190168;11085
190461;94425
190178;88826
190914;38350
190998;179078
179078;190998
191273;167932
191273;66365
191273;165819
191273;31619
191273;9846
191968;3750
192517;192454
192454;192517
193011;133185
143457;41657
193746;103621
193065;193753
194078;190914
194550;190111
195369;139870
195690;194535
196008;145537
196067;7695
195199;36462
199475;190064
200229;88826
200834;111440
201994;125479
201642;22472
203204;76457
203873;80818
204254;136924
205285;139730
199722;114371
205559;56784
56784;185298
118856;76659
76659;193072
205983;12906
206376;31619
206376;165819
193606;190111
207578;1475
208064;114050
208666;195245
209039;182971
209163;170853
210333;210221
210934;159707
211491;56784
212200;54176
214430;214057
213996;56457
214978;67589
215769;202407
215943;68254
216211;180349
216847;55433
115724;62936
5666;720
218069;625
218069;164
219499;217513
217513;219499
219613;213251
220715;87230
221367;185038
222654;22472
222667;103029
223383;217513
223383;219499
221546;46129
46129;221546
223426;174740
223774;222325
225255;225236
225718;191038
226515;2550
227285;146264
146264;227285
227451;226929
227803;109908
228299;227803
228535;73238
228672;223893
228700;228534
228534;228700
228881;227129
229263;43118
229263;12906
229332;190111
229419;58055
231383;18881
232583;115713
233353;14841
233822;233786
232037;225255
235658;235046
235998;229263
236725;170813
236748;92255
237090;134112
238479;235626
239653;155254
239588;235626
240144;7634
240232;173016
240505;30219
240505;64840
240819;239283
241969;164
73348;164
241969;73348
244305;133636
245745;225718
246062;1985
246929;185908
248017;246732
248163;248132
249922;246803
250627;246803
250627;249922
250627;227911
250881;250703
250703;250881
251792;175896
251916;251918
251918;251919
252330;250881
254129;29128
255464;215016
256937;70320
251399;12166
258358;255063
259078;108941
225008;118265
259460;250867
259843;15602
261336;213711
261336;103556
261754;91109
263155;263601
263737;54506
263601;263155
267507;182332
267507;184003
268635;1400
268250;266135
269833;104377
269885;106553
269384;68607
269885;73348
270050;17850
269951;108997
269951;1985
270541;50326
270612;228700
87393;93208
271319;147311
271636;271688
272829;60280
274712;13220
274789;14841
275079;51058
275595;9846
275595;31619
276136;157038
261336;227494
279121;270194
279014;107279
279245;93547
279544;44689
279544;9846
623;164
280789;280402
281229;280648
281993;280648
280648;282147
282364;11735
283473;271319
284498;284478
284832;254724
285495;1475
286877;56603
287058;31619
286809;50274
286809;15166
288669;287737
288690;54506
289405;232756
289864;146264
284562;289746
290998;701
109890;252368
292806;292815
294011;142823
294521;151969
294521;24460
294521;13861
295320;16779
296280;136770
296267;114050
296473;126062
126062;81636
296975;82220
297285;182971
298524;287
253080;262568
253080;282034
299322;116133
299386;163206
299981;66365
299981;165819
300666;160943
301901;296385
301198;185768
302199;153971
206376;9846
206376;66365
206376;191273
304391;288690
304434;162250
66638;48993
114258;113344
241969;73348
236748;92255
140395;139340
236725;170813
73983;9690
73983;69655
102891;48993
102891;66638
182167;12906
63092;3198
107852;105084
227803;109908
10082;51
205559;56784
186435;45911
229263;12906
226515;2550
24509;287
173989;164811
90766;56847
304391;288690
275595;31619
107403;107050
20453;20362
43510;12352
39640;39441
30529;22686
90400;625
178864;48993
178864;102891
93208;87393
222654;22472
178283;178043
279245;93547
104847;104255
175853;73237
87847;3198
95072;6942
22815;12906
115215;97568
90031;55616
145766;81086
145766;124510
184475;1475
168385;705
133197;12906
172301;34860
96008;1985
88646;59405
218069;164
185600;90974
172493;139221
35940;760
127879;127723
184699;803
164533;164110
167736;5697
252330;250881
40225;8337
23881;23129
42258;23881
83872;750
228881;227129
34037;760
34037;29157
129345;625
159856;154537
143457;41657
59152;56457
190178;88826
145784;140994
123540;12906
39748;39737
210934;159707
170891;6979
239653;155254
149663;57189
195199;36462
192454;192517
81723;42395
125693;19386
95663;48531
66692;66621
307215;36502
307325;63025
307325;63025
307476;161293
309810;309619
87230;73348
310607;1730
311134;41856
311186;3198
312323;175067
313094;289426
313094;61005
313719;313642
314115;313346
315287;90974
315732;255464
316025;190111
316477;9846
316477;165819
316692;266135
318220;317043
318220;314131
318875;229354
320157;240547
25008;12186
320679;39561
320750;311789
320128;60522
11;12906
15896;321293
321293;15896
321353;1475
321353;39765
321353;39765
321635;8980
322338;76457
322407;120690
322380;293759
293759;322380
90974;315287
323187;3329
323887;321984
323887;321990
323887;321984
323902;323226
323902;323226
324143;705
323426;39299
324483;238566
324527;192067
325069;12906
325069;114497
325069;28948
325069;12906
325069;114497
324908;5465
325482;285866
326349;151936
327201;7497
328811;142821
329148;328125
329148;328125
329876;329900
330163;227285
330163;227285
330251;328563
330269;322831
331021;317880
331473;56784
331034;165629
332504;286809
334783;16634
336769;32386
336921;12906
336780;128611
338455;1292
338770;336800
339891;145644
338811;337887
340125;339094
340467;142735
340467;142735
339206;296794
340698;338606
339206;278776
340698;338606
338811;51539
341233;51539
344193;54506
344193;54506
344164;90974
344554;344626
344838;130758
344885;345789
344962;344858
346118;346107
346578;261336
346578;114906
346634;341274
347112;346664
348100;281215
348198;12906
346118;346101
348806;4975
339621;108575
77319;54506
350120;4386
350687;80726
350961;348902
352289;10648
328498;317880
356030;147592
356451;280362
133911;330269
71874;357750
358827;88878
351913;253780
359190;304245
359769;26746
361036;360998
361036;360998
361316;361342
361599;361691
361703;361691
361909;361691
363705;3198
363705;3198
364098;363059
364098;363059
364362;217670
341451;64237
366214;3483
366322;352004
366474;701
366992;367287
367287;366992
347665;339621
237016;15656
368814;86644
369203;12906
369371;367378
369357;287
369500;368697
368807;251161
368807;252053
370697;21792
370995;126774
371393;50085
370697;21792
371599;371407
371834;114371
369207;87230
372594;326654
372472;292449
374387;374527
374527;374514
374846;54506
375118;373364
375893;354466
374947;169176
376042;1279
118608;29157
377129;377134
373734;373672
377082;29157
378458;378662
378662;378458
378526;285866
379216;110309
380609;352004
382376;382328
382584;101986
382833;159707
382978;380303
380303;382978
383375;344813
383711;45293
383890;383871
384186;192345
349435;1048
380318;379927
149476;332737
386324;386333
712;625
387663;73033
387746;159707
387746;159707
389384;389339
85761;387498
389729;11193
389729;147592
389729;18890
391240;142735
391572;387746
386333;386324
393404;263284
394018;109890
126041;394031
394821;3198
395530;105084
395530;395462
395848;395820
17366;395848
17366;254620
146965;92301
400425;145537
394018;109890
402310;367316
402310;11076
402310;304047
402487;1048
402095;91132
200971;131735
402541;402594
404440;404862
405024;109250
405052;87756
405461;400845
405461;400845
405187;296794
405966;38338
405966;299352
380743;296794
405966;38338
394620;406478
407508;146675
407310;84974
407844;405907
408002;2837
408002;103556
387338;394620
409689;175896
410263;137435
410568;375083
408330;355852
411490;388001
400296;412831
291180;142735
414318;413394
414750;410820
415582;7695
412057;18056
416226;17366
417087;308952
417653;60918
419251;419279
420261;329761
420631;144539
420786;419439
420786;107882
420786;13735
415159;421082
415159;421110
421521;101550
422975;287
422975;239278
422784;334844
423261;298311
424018;423705
26037;387746
425366;316849
425187;150937
425439;425366
425835;58403
425996;411690
426007;422265
426286;68119
426807;175896
427564;17366
428624;428609
428624;428609
428929;262393
429354;225521
429033;11335
429614;41812
430055;386476
430964;390073
431698;98
369500;368697
432422;432417
432502;293116
432416;429172
432976;88070
433094;432954
433251;269833
433094;350369
434401;392293
346030;4808
435176;426649
435339;435202
435176;426649
435539;435403
435539;435403
22472;201642
436264;435559
436271;12906
436271;12906
436264;435559
436767;104553
436049;433094
436892;436225
436997;418048
437462;210695
437462;240192
437477;38665
438153;12098
438153;54506
438776;407310
438776;407310
439080;435060
441264;440522
441302;330281
441597;62936
437282;320779
442102;240505
442513;441792
443001;282034
444013;444827
444827;444013
444013;444827
444910;444764
445602;444278
446363;44880
446363;393410
446959;87230
447042;1985
447268;446577
445071;444910
448274;354466
448465;447787
448842;92929
445987;409217
449223;1985
449622;44386
313489;439093
449470;164
199049;449756
449708;61828
399219;64253
449035;271319
450572;54506
449772;446870
451034;321343
450732;450702
451464;199862
452836;221367
452881;23881
453280;1985
453299;124838
452836;221367
420492;244474
454843;346672
455756;105330
321343;451034
456415;444289
456436;300081
456436;438362
450732;456539
385926;278776
457561;14841
457126;457798
458706;316708
459224;145537
450732;458501
450702;458501
459407;390123
459582;116133
459589;455944
461329;48080
461510;461033
461033;461510
461803;53093
461803;53093
463286;286877
457116;431644
460331;464346
464346;460331
465782;302076
466517;461657
465986;457500
465986;465544
467149;17366
467149;254620
468618;197982
468830;447096
468834;468104
469222;200212
469222;411249
469222;200212
469222;411249
470083;63092
470083;3198
470083;3198
469724;470112
470538;461547
471467;50274
471794;471425
471794;471425
471930;115338
472168;60280
472292;461329
464476;464934
4082;45218
473431;67039
473431;67039
67039;473431
474332;115338
474875;454107
474875;336295
347112;140388
475333;54506
